Year,NDVI_district,NDVI_district_crop_mask,Obs_yield,Total_production,Total_area,Irrigated_area,Irrigated_production,Unirrigated_area,Unirrigated_production,Simulated_yield,Simulated_yield_sd,Simulated_yield_allyears,Simulated_yield_allyears_sd,Crop,Province,District_id,District_name_ts
2001,0.372399986,0.359996945,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,3.16,1.47,Wheat,Sindh,811,Matiari
2002,0.3495,0.364586085,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,3.29,1.46,Wheat,Sindh,811,Matiari
2003,0.363920003,0.349021554,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.85,1.42,Wheat,Sindh,811,Matiari
2004,0.340079963,0.380979985,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,3.76,1.47,Wheat,Sindh,811,Matiari
2005,0.396159977,0.392464608,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4.08,1.46,Wheat,Sindh,811,Matiari
2006,0.370500028,0.380958498,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,3.76,1.51,Wheat,Sindh,811,Matiari
2007,0.381960005,0.362500012,3.262295082,119.4,36.6,NaN,NaN,NaN,NaN,2.9,2.4,3.24,1.42,Wheat,Sindh,811,Matiari
2008,0.396259993,0.393966138,4.102150538,152.6,37.2,NaN,NaN,NaN,NaN,4.11,1.73,4.12,1.48,Wheat,Sindh,811,Matiari
2009,0.391060024,0.390496939,3.911616162,154.9,39.6,NaN,NaN,NaN,NaN,4.03,1.24,4.03,1.45,Wheat,Sindh,811,Matiari
2010,0.387579978,0.37868306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.69,1.46,Wheat,Sindh,811,Matiari
2011,0.402920008,0.402018487,4.406047516,204,46.3,202.2,44.3,1.8,2,4.3,1.71,4.35,1.48,Wheat,Sindh,811,Matiari
2012,0.373960018,0.394116908,4.183462532,161.9,38.7,160.6,37,1.3,1.7,4.1,1.58,4.13,1.48,Wheat,Sindh,811,Matiari
2013,0.408840001,0.385181546,3.786096257,141.6,37.4,140.3,35.8,1.2,1.6,3.88,1.41,3.88,1.49,Wheat,Sindh,811,Matiari
2014,0.462519974,0.411903054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.63,1.58,Wheat,Sindh,811,Matiari
2015,0.392199993,0.367681533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.38,1.46,Wheat,Sindh,811,Matiari
2016,0.379399985,0.375709236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.61,1.43,Wheat,Sindh,811,Matiari
2017,0.397540003,0.381186157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.76,1.49,Wheat,Sindh,811,Matiari
2018,0.376039982,0.377752304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.67,1.5,Wheat,Sindh,811,Matiari
2019,0.256720006,0.25135231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,1.28,Wheat,Sindh,811,Matiari
1982,NaN,NaN,2.51039261,326.1,129.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,621,Mianwali
1983,NaN,NaN,1.20220299,152.8,127.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,621,Mianwali
1984,0.296799988,0.254122227,1.141996558,132.7,116.2,NaN,NaN,NaN,NaN,1.04,0.24,1.06,0.24,Wheat,Punjab,621,Mianwali
1985,0.344833344,0.323918849,1.037099494,123,118.6,NaN,NaN,NaN,NaN,1.37,0.24,1.35,0.26,Wheat,Punjab,621,Mianwali
1986,0.312133312,0.330415905,1.263018535,143.1,113.3,NaN,NaN,NaN,NaN,1.38,0.26,1.38,0.25,Wheat,Punjab,621,Mianwali
1987,0.282999992,0.31485939,1.231942215,153.5,124.6,NaN,NaN,NaN,NaN,1.32,0.26,1.31,0.25,Wheat,Punjab,621,Mianwali
1988,0.265133321,0.320698053,1.268067227,150.9,119,NaN,NaN,NaN,NaN,1.34,0.26,1.34,0.25,Wheat,Punjab,621,Mianwali
1989,0.28003332,0.302014947,1.387072243,182.4,131.5,NaN,NaN,NaN,NaN,1.24,0.25,1.26,0.25,Wheat,Punjab,621,Mianwali
1990,0.325399995,0.406789333,1.398133748,179.8,128.6,NaN,NaN,NaN,NaN,1.7,0.27,1.69,0.27,Wheat,Punjab,621,Mianwali
1991,0.332133323,0.389331847,1.458211144,198.9,136.4,NaN,NaN,NaN,NaN,1.63,0.26,1.62,0.27,Wheat,Punjab,621,Mianwali
1992,0.313999981,0.330301911,1.504285714,210.6,140,NaN,NaN,NaN,NaN,1.36,0.26,1.37,0.26,Wheat,Punjab,621,Mianwali
1993,0.354866654,0.316227049,1.359809912,200.3,147.3,NaN,NaN,NaN,NaN,1.31,0.26,1.32,0.24,Wheat,Punjab,621,Mianwali
1994,0.31433332,0.301707685,1.421192053,214.6,151,NaN,NaN,NaN,NaN,1.24,0.26,1.26,0.26,Wheat,Punjab,621,Mianwali
1995,0.337966681,0.375151694,1.473831124,211.2,143.3,NaN,NaN,NaN,NaN,1.56,0.27,1.56,0.26,Wheat,Punjab,621,Mianwali
1996,0.328600019,0.384477317,1.554073034,221.3,142.4,NaN,NaN,NaN,NaN,1.6,0.26,1.6,0.26,Wheat,Punjab,621,Mianwali
1997,0.339566678,0.351110101,1.542022792,216.5,140.4,NaN,NaN,NaN,NaN,1.46,0.26,1.46,0.26,Wheat,Punjab,621,Mianwali
1998,0.380433321,0.434754103,1.818240621,281.1,154.6,NaN,NaN,NaN,NaN,1.81,0.28,1.8,0.27,Wheat,Punjab,621,Mianwali
1999,0.381733328,0.431925565,1.898943197,287.5,151.4,NaN,NaN,NaN,NaN,1.79,0.27,1.79,0.27,Wheat,Punjab,621,Mianwali
2000,0.324200004,0.380616933,1.618652144,237.78,146.9,NaN,NaN,NaN,NaN,1.58,0.27,1.58,0.26,Wheat,Punjab,621,Mianwali
2001,0.296866655,0.449299037,1.498274672,217.1,144.9,NaN,NaN,NaN,NaN,1.88,0.27,1.86,0.28,Wheat,Punjab,621,Mianwali
2002,0.386199981,0.458026052,1.770588235,240.8,136,NaN,NaN,NaN,NaN,1.91,0.28,1.9,0.28,Wheat,Punjab,621,Mianwali
2003,0.387500018,0.512784123,1.955789474,278.7,142.5,NaN,NaN,NaN,NaN,2.14,0.3,2.12,0.29,Wheat,Punjab,621,Mianwali
2004,0.371099979,0.549879193,2.030199039,295.8,145.7,NaN,NaN,NaN,NaN,2.31,0.31,2.28,0.31,Wheat,Punjab,621,Mianwali
2005,0.310799986,0.516260862,2.226936027,330.7,148.5,NaN,NaN,NaN,NaN,2.14,0.28,2.14,0.3,Wheat,Punjab,621,Mianwali
2006,0.352899998,0.507430434,2.05511811,339.3,165.1,NaN,NaN,NaN,NaN,2.11,0.28,2.1,0.29,Wheat,Punjab,621,Mianwali
2007,0.356366634,0.534428895,2.079099307,360.1,173.2,NaN,NaN,NaN,NaN,2.23,0.3,2.21,0.29,Wheat,Punjab,621,Mianwali
2008,0.357933313,0.488511115,1.834840265,304.4,165.9,NaN,NaN,NaN,NaN,2.04,0.29,2.02,0.28,Wheat,Punjab,621,Mianwali
2009,0.42203331,0.515410602,1.894137735,332.8,175.7,NaN,NaN,NaN,NaN,2.16,0.3,2.14,0.29,Wheat,Punjab,621,Mianwali
2010,0.285866648,0.520051718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,0.29,Wheat,Punjab,621,Mianwali
2011,0.317099988,0.523449242,2.395348837,412,172,390.1,143.7,21.9,28.3,2.16,0.29,2.17,0.3,Wheat,Punjab,621,Mianwali
2012,0.400133342,0.47277391,2.2043379,386.2,175.2,372.2,146.1,14.1,29.1,1.96,0.28,1.96,0.29,Wheat,Punjab,621,Mianwali
2013,0.382166624,0.54976368,2.506351039,434.1,173.2,412.5,148.5,21.7,24.7,2.27,0.3,2.28,0.3,Wheat,Punjab,621,Mianwali
2014,0.378666639,0.557628989,2.503088153,445.8,178.1,423.1,152.2,22.7,25.9,2.3,0.32,2.31,0.29,Wheat,Punjab,621,Mianwali
2015,0.34646666,0.528110147,1.776343968,323.49,182.11,293.88,152.97,29.61,29.14,2.22,0.28,2.19,0.29,Wheat,Punjab,621,Mianwali
2016,0.401333332,0.547888398,2.036921836,353.63,173.61,319.92,140.83,33.71,32.78,2.3,0.3,2.27,0.29,Wheat,Punjab,621,Mianwali
2017,0.365933329,0.603271902,2.92023558,456.17,156.21,426.54,136.78,29.63,19.43,2.45,0.29,2.5,0.32,Wheat,Punjab,621,Mianwali
2018,0.385733336,0.514480174,2.312335958,361.21,156.21,342.5,138,18.71,18.21,2.13,0.3,2.13,0.29,Wheat,Punjab,621,Mianwali
2019,0.437833309,0.539224625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,0.29,Wheat,Punjab,621,Mianwali
1982,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Sindh,812,Mirpur Khas
1983,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Sindh,812,Mirpur Khas
1984,0.251900017,0.298132688,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.17,1,Wheat,Sindh,812,Mirpur Khas
1985,0.206750005,0.319599986,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.48,1.08,Wheat,Sindh,812,Mirpur Khas
1986,0.158399999,0.284667313,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.98,1.01,Wheat,Sindh,812,Mirpur Khas
1987,0.167400002,0.301494241,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.22,1,Wheat,Sindh,812,Mirpur Khas
1988,0.136449993,0.290380776,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.06,1.01,Wheat,Sindh,812,Mirpur Khas
1989,0.167449996,0.244605765,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.41,0.96,Wheat,Sindh,812,Mirpur Khas
1990,0.243599996,0.306009591,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.28,1.02,Wheat,Sindh,812,Mirpur Khas
1991,0.254449993,0.288586527,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.04,0.98,Wheat,Sindh,812,Mirpur Khas
1992,0.185900003,0.267051905,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.73,0.94,Wheat,Sindh,812,Mirpur Khas
1993,0.298099995,0.29497692,2.263546798,275.7,121.8,NaN,NaN,NaN,NaN,2.1,1.1,2.13,0.98,Wheat,Sindh,812,Mirpur Khas
1994,0.242049992,0.26942113,1.907894737,232,121.6,NaN,NaN,NaN,NaN,1.69,1.14,1.76,0.96,Wheat,Sindh,812,Mirpur Khas
1995,0.243699998,0.299307674,2.066605839,226.5,109.6,NaN,NaN,NaN,NaN,2.2,1.09,2.19,0.97,Wheat,Sindh,812,Mirpur Khas
1996,0.189999998,0.309626907,2.114602588,228.8,108.2,NaN,NaN,NaN,NaN,2.36,1.03,2.34,1.08,Wheat,Sindh,812,Mirpur Khas
1997,0.21904999,0.314576924,2.264296754,146.5,64.7,NaN,NaN,NaN,NaN,2.43,1.09,2.41,1.03,Wheat,Sindh,812,Mirpur Khas
1998,0.207199991,0.327357709,2.183431953,147.6,67.6,NaN,NaN,NaN,NaN,2.63,1.06,2.59,1.03,Wheat,Sindh,812,Mirpur Khas
1999,0.206399992,0.334878802,2.27245509,151.8,66.8,NaN,NaN,NaN,NaN,2.74,1.06,2.69,1.03,Wheat,Sindh,812,Mirpur Khas
2000,0.195149988,0.332859576,2.498493976,165.9,66.4,NaN,NaN,NaN,NaN,2.7,1.08,2.67,1.08,Wheat,Sindh,812,Mirpur Khas
2001,0.249949992,0.322965413,2.770252324,208.6,75.3,NaN,NaN,NaN,NaN,2.53,1.09,2.52,1.13,Wheat,Sindh,812,Mirpur Khas
2002,0.179949999,0.293840379,2.2128,138.3,62.5,NaN,NaN,NaN,NaN,2.09,1.1,2.11,1.02,Wheat,Sindh,812,Mirpur Khas
2003,0.182249993,0.32143265,2.37235543,168.2,70.9,NaN,NaN,NaN,NaN,2.53,1.09,2.5,1.05,Wheat,Sindh,812,Mirpur Khas
2004,0.305249989,0.388209611,2.717339667,228.8,84.2,NaN,NaN,NaN,NaN,3.66,1.03,3.45,1.16,Wheat,Sindh,812,Mirpur Khas
2005,0.252649993,0.346623093,2.916666667,255.5,87.6,NaN,NaN,NaN,NaN,2.89,1.15,2.86,1.08,Wheat,Sindh,812,Mirpur Khas
2006,0.149349988,0.362273037,2.831312018,256.8,90.7,NaN,NaN,NaN,NaN,3.15,1.17,3.08,1.13,Wheat,Sindh,812,Mirpur Khas
2007,0.203749985,0.370188445,3.472972973,205.6,59.2,NaN,NaN,NaN,NaN,3.22,1.2,3.2,1.16,Wheat,Sindh,812,Mirpur Khas
2008,0.182699993,0.363163441,3.476422764,213.8,61.5,NaN,NaN,NaN,NaN,3.11,1.14,3.1,1.11,Wheat,Sindh,812,Mirpur Khas
2009,0.127799988,0.37319231,3.46984127,218.6,63,NaN,NaN,NaN,NaN,3.26,1.2,3.24,1.13,Wheat,Sindh,812,Mirpur Khas
2010,0.206399992,0.380867302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.35,1.13,Wheat,Sindh,812,Mirpur Khas
2011,0.194200009,0.382482708,3.677661169,245.3,66.7,245.3,66.7,0,0,3.38,1.24,3.37,1.18,Wheat,Sindh,812,Mirpur Khas
2012,0.197449982,0.338469207,3.389925373,181.7,53.6,181.7,53.6,0,0,2.74,1.07,2.74,1.08,Wheat,Sindh,812,Mirpur Khas
2013,0.177149996,0.380653828,3.409937888,219.6,64.4,219.6,64.4,0,0,3.39,1.23,3.34,1.16,Wheat,Sindh,812,Mirpur Khas
2014,0.21329999,0.365292281,3.630434783,233.8,64.4,233.8,64.4,0,0,3.13,1.11,3.13,1.11,Wheat,Sindh,812,Mirpur Khas
2015,0.172899991,0.383692294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.39,1.14,Wheat,Sindh,812,Mirpur Khas
2016,0.272599995,0.365840405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.13,1.09,Wheat,Sindh,812,Mirpur Khas
2017,0.243799984,0.360138446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.05,1.14,Wheat,Sindh,812,Mirpur Khas
2018,0.177049994,0.312334597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37,1.03,Wheat,Sindh,812,Mirpur Khas
2019,0.127849996,0.294374973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.12,1,Wheat,Sindh,812,Mirpur Khas
1982,NaN,NaN,1.878902765,842.5,448.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,622,Multan
1983,NaN,NaN,1.949761802,900.4,461.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,622,Multan
1984,0.321999997,0.315926254,1.713037921,804.1,469.4,NaN,NaN,NaN,NaN,2.02,0.22,2,0.21,Wheat,Punjab,622,Multan
1985,0.316650003,0.345744371,2.045292439,573.5,280.4,NaN,NaN,NaN,NaN,2.14,0.23,2.13,0.22,Wheat,Punjab,622,Multan
1986,0.323774993,0.353749365,2.262763785,664.8,293.8,NaN,NaN,NaN,NaN,2.17,0.25,2.17,0.22,Wheat,Punjab,622,Multan
1987,0.282974988,0.340786874,1.800387597,557.4,309.6,NaN,NaN,NaN,NaN,2.13,0.22,2.11,0.21,Wheat,Punjab,622,Multan
1988,0.25514999,0.297438443,1.788631722,525.5,293.8,NaN,NaN,NaN,NaN,1.93,0.23,1.92,0.2,Wheat,Punjab,622,Multan
1989,0.209524989,0.238620952,1.894601542,589.6,311.2,NaN,NaN,NaN,NaN,1.6,0.21,1.66,0.19,Wheat,Punjab,622,Multan
1990,0.359799981,0.358480304,1.884169884,585.6,310.8,NaN,NaN,NaN,NaN,2.21,0.23,2.19,0.22,Wheat,Punjab,622,Multan
1991,0.32297501,0.30993405,1.863790447,604.8,324.5,NaN,NaN,NaN,NaN,1.98,0.23,1.97,0.21,Wheat,Punjab,622,Multan
1992,0.264949977,0.277119964,1.937793427,330.2,170.4,NaN,NaN,NaN,NaN,1.81,0.22,1.83,0.2,Wheat,Punjab,622,Multan
1993,0.321075022,0.346213758,2.288321168,438.9,191.8,NaN,NaN,NaN,NaN,2.14,0.23,2.14,0.22,Wheat,Punjab,622,Multan
1994,0.347824991,0.336719066,1.949425287,339.2,174,NaN,NaN,NaN,NaN,2.11,0.24,2.09,0.22,Wheat,Punjab,622,Multan
1995,0.346774995,0.340702802,2.276395799,411.8,180.9,NaN,NaN,NaN,NaN,2.11,0.23,2.11,0.22,Wheat,Punjab,622,Multan
1996,0.359025002,0.37073499,2.054341737,366.7,178.5,NaN,NaN,NaN,NaN,2.26,0.23,2.25,0.23,Wheat,Punjab,622,Multan
1997,0.367224991,0.369170934,2.243106359,398.6,177.7,NaN,NaN,NaN,NaN,2.25,0.24,2.24,0.22,Wheat,Punjab,622,Multan
1998,0.33919999,0.379452467,2.597508126,479.5,184.6,NaN,NaN,NaN,NaN,2.29,0.23,2.29,0.22,Wheat,Punjab,622,Multan
1999,0.403125018,0.409237206,2.186373874,388.3,177.6,NaN,NaN,NaN,NaN,2.44,0.24,2.42,0.24,Wheat,Punjab,622,Multan
2000,0.420549989,0.429270923,2.594728171,472.5,182.1,NaN,NaN,NaN,NaN,2.52,0.25,2.51,0.24,Wheat,Punjab,622,Multan
2001,0.426599979,0.443264067,2.560490046,501.6,195.9,NaN,NaN,NaN,NaN,2.59,0.27,2.57,0.24,Wheat,Punjab,622,Multan
2002,0.408699989,0.454100311,2.489119171,480.4,193,NaN,NaN,NaN,NaN,2.65,0.27,2.62,0.25,Wheat,Punjab,622,Multan
2003,0.417724997,0.454045296,2.539707419,486.1,191.4,NaN,NaN,NaN,NaN,2.64,0.27,2.62,0.24,Wheat,Punjab,622,Multan
2004,0.458975017,0.483816862,2.44438723,474.7,194.2,NaN,NaN,NaN,NaN,2.8,0.27,2.75,0.26,Wheat,Punjab,622,Multan
2005,0.510399997,0.488333076,2.735038363,534.7,195.5,NaN,NaN,NaN,NaN,2.8,0.27,2.77,0.25,Wheat,Punjab,622,Multan
2006,0.41870001,0.429185927,2.549802761,517.1,202.8,NaN,NaN,NaN,NaN,2.52,0.26,2.51,0.24,Wheat,Punjab,622,Multan
2007,0.466274977,0.465253115,2.849843587,546.6,191.8,NaN,NaN,NaN,NaN,2.69,0.27,2.67,0.25,Wheat,Punjab,622,Multan
2008,0.402749985,0.36214,2.323687031,433.6,186.6,NaN,NaN,NaN,NaN,2.21,0.24,2.21,0.22,Wheat,Punjab,622,Multan
2009,0.4921,0.557120621,2.952976488,590.3,199.9,NaN,NaN,NaN,NaN,3.14,0.31,3.08,0.28,Wheat,Punjab,622,Multan
2010,0.49454999,0.490202516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78,0.25,Wheat,Punjab,622,Multan
2011,0.462825,0.437445581,2.811117107,520.9,185.3,515,180.9,5.8,4.5,2.56,0.26,2.55,0.24,Wheat,Punjab,622,Multan
2012,0.419449985,0.386833727,2.600239378,434.5,167.1,426.8,160.7,7.8,6.5,2.32,0.23,2.32,0.22,Wheat,Punjab,622,Multan
2013,0.461999983,0.448645294,2.90704388,503.5,173.2,502.5,172.4,1,0.8,2.6,0.26,2.6,0.24,Wheat,Punjab,622,Multan
2014,0.550125003,0.556975305,2.952845528,544.8,184.5,543.8,183.7,1,0.8,3.14,0.31,3.08,0.28,Wheat,Punjab,622,Multan
2015,0.511950016,0.498184681,3.022094241,577.22,191,576.1,190.19,1.12,0.81,2.83,0.27,2.82,0.26,Wheat,Punjab,622,Multan
2016,0.553725004,0.551249385,3.027652974,566.05,186.96,564.5,185.75,1.55,1.21,3.1,0.31,3.06,0.27,Wheat,Punjab,622,Multan
2017,0.566550016,0.570185602,3.243268876,615.54,189.79,614.43,188.98,1.11,0.81,3.17,0.32,3.14,0.27,Wheat,Punjab,622,Multan
2018,0.473049998,0.480086893,3.21237081,612.31,190.61,611.28,189.8,1.03,0.81,2.74,0.26,2.74,0.25,Wheat,Punjab,622,Multan
2019,0.45569998,0.421928406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.48,0.24,Wheat,Punjab,622,Multan
1982,NaN,NaN,2.458983392,488.6,198.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,623,Muzaffargarh
1983,NaN,NaN,1.483237548,309.7,208.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,623,Muzaffargarh
1984,0.297349989,0.209507123,1.15747289,245.5,212.1,NaN,NaN,NaN,NaN,1.69,0.22,1.65,0.23,Wheat,Punjab,623,Muzaffargarh
1985,0.330899984,0.262070745,1.493277701,322.1,215.7,NaN,NaN,NaN,NaN,1.95,0.24,1.93,0.24,Wheat,Punjab,623,Muzaffargarh
1986,0.321974993,0.224414647,1.828674482,405.6,221.8,NaN,NaN,NaN,NaN,1.72,0.24,1.73,0.23,Wheat,Punjab,623,Muzaffargarh
1987,0.351774991,0.219524279,1.528577568,355.7,232.7,NaN,NaN,NaN,NaN,1.71,0.25,1.7,0.23,Wheat,Punjab,623,Muzaffargarh
1988,0.299724996,0.217473581,1.609340899,368.7,229.1,NaN,NaN,NaN,NaN,1.69,0.25,1.69,0.22,Wheat,Punjab,623,Muzaffargarh
1989,0.301499993,0.156020015,1.596192791,394.1,246.9,NaN,NaN,NaN,NaN,1.3,0.23,1.36,0.21,Wheat,Punjab,623,Muzaffargarh
1990,0.402274966,0.274383962,1.805236017,455.1,252.1,NaN,NaN,NaN,NaN,2.01,0.26,1.99,0.24,Wheat,Punjab,623,Muzaffargarh
1991,0.336249977,0.250334978,1.594208494,412.9,259,NaN,NaN,NaN,NaN,1.88,0.24,1.87,0.24,Wheat,Punjab,623,Muzaffargarh
1992,0.297374994,0.220050007,2.013795822,510.9,253.7,NaN,NaN,NaN,NaN,1.68,0.24,1.7,0.22,Wheat,Punjab,623,Muzaffargarh
1993,0.35117501,0.261771739,2.054834055,569.6,277.2,NaN,NaN,NaN,NaN,1.93,0.25,1.93,0.24,Wheat,Punjab,623,Muzaffargarh
1994,0.305050015,0.246921375,1.638504673,438.3,267.5,NaN,NaN,NaN,NaN,1.86,0.25,1.85,0.23,Wheat,Punjab,623,Muzaffargarh
1995,0.37727499,0.272676408,1.914096916,521.4,272.4,NaN,NaN,NaN,NaN,1.99,0.25,1.99,0.24,Wheat,Punjab,623,Muzaffargarh
1996,0.398874998,0.274566054,1.983131646,540.8,272.7,NaN,NaN,NaN,NaN,2,0.25,2,0.24,Wheat,Punjab,623,Muzaffargarh
1997,0.341574997,0.244244635,2.052474879,551.5,268.7,NaN,NaN,NaN,NaN,1.82,0.25,1.83,0.23,Wheat,Punjab,623,Muzaffargarh
1998,0.342150003,0.288043976,2.380087209,655,275.2,NaN,NaN,NaN,NaN,2.07,0.25,2.07,0.25,Wheat,Punjab,623,Muzaffargarh
1999,0.352174997,0.293494642,2.168220947,604.5,278.8,NaN,NaN,NaN,NaN,2.1,0.26,2.1,0.26,Wheat,Punjab,623,Muzaffargarh
2000,0.393774986,0.288474262,2.561342188,732.8,286.1,NaN,NaN,NaN,NaN,2.06,0.25,2.07,0.26,Wheat,Punjab,623,Muzaffargarh
2001,0.432599962,0.315445393,2.445603059,703.6,287.7,NaN,NaN,NaN,NaN,2.22,0.27,2.21,0.26,Wheat,Punjab,623,Muzaffargarh
2002,0.426324993,0.320754647,2.23198594,635,284.5,NaN,NaN,NaN,NaN,2.26,0.27,2.24,0.27,Wheat,Punjab,623,Muzaffargarh
2003,0.43720001,0.342984289,2.36294964,656.9,278,NaN,NaN,NaN,NaN,2.38,0.28,2.36,0.27,Wheat,Punjab,623,Muzaffargarh
2004,0.476549983,0.366531372,2.37173686,681.4,287.3,NaN,NaN,NaN,NaN,2.51,0.3,2.48,0.28,Wheat,Punjab,623,Muzaffargarh
2005,0.507149994,0.395874292,2.616970926,774.1,295.8,NaN,NaN,NaN,NaN,2.67,0.31,2.64,0.3,Wheat,Punjab,623,Muzaffargarh
2006,0.396375,0.349869668,2.522451655,769.6,305.1,NaN,NaN,NaN,NaN,2.41,0.28,2.4,0.28,Wheat,Punjab,623,Muzaffargarh
2007,0.457049966,0.38821432,2.716859717,844.4,310.8,NaN,NaN,NaN,NaN,2.62,0.3,2.6,0.29,Wheat,Punjab,623,Muzaffargarh
2008,0.446699977,0.352977127,2.372157133,688.4,290.2,NaN,NaN,NaN,NaN,2.44,0.29,2.41,0.28,Wheat,Punjab,623,Muzaffargarh
2009,0.529725015,0.425669611,2.707317073,854.7,315.7,NaN,NaN,NaN,NaN,2.85,0.33,2.8,0.3,Wheat,Punjab,623,Muzaffargarh
2010,0.482849985,0.412285328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73,0.3,Wheat,Punjab,623,Muzaffargarh
2011,0.446525007,0.411842853,2.890726329,891.5,308.4,882.9,296.6,8.7,11.7,2.75,0.31,2.73,0.31,Wheat,Punjab,623,Muzaffargarh
2012,0.421374977,0.379677147,2.75225677,823.2,299.1,812.7,284.9,10.5,14.2,2.57,0.3,2.55,0.3,Wheat,Punjab,623,Muzaffargarh
2013,0.433875024,0.377748549,2.804325438,816.9,291.3,806.9,279.2,10.1,12.1,2.56,0.29,2.54,0.28,Wheat,Punjab,623,Muzaffargarh
2014,0.48437497,0.425062865,2.81184,878.7,312.5,868.9,299.1,9.9,13.4,2.83,0.34,2.8,0.31,Wheat,Punjab,623,Muzaffargarh
2015,0.470699966,0.403369248,1.834589107,574.63,313.22,855.54,290.96,19.09,22.26,2.77,0.26,2.68,0.3,Wheat,Punjab,623,Muzaffargarh
2016,0.500074983,0.456911802,2.883123293,876.21,303.91,855.59,278.82,20.62,25.09,3.02,0.34,2.97,0.32,Wheat,Punjab,623,Muzaffargarh
2017,0.518450022,0.466797918,3.180321619,917.65,288.54,909.05,278.42,8.6,10.12,3.04,0.35,3.02,0.33,Wheat,Punjab,623,Muzaffargarh
2018,0.442600012,0.400307477,3.147638411,905.67,287.73,896.49,275.59,9.18,12.14,2.66,0.31,2.66,0.29,Wheat,Punjab,623,Muzaffargarh
2019,0.423500001,0.341361046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.35,0.27,Wheat,Punjab,623,Muzaffargarh
1982,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,624,Nankana Sahib
1983,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wheat,Punjab,624,Nankana Sahib
1984,0.437299997,0.38085714,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2,0.83,Wheat,Punjab,624,Nankana Sahib
1985,0.463549972,0.430669606,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.24,0.88,Wheat,Punjab,624,Nankana Sahib
1986,0.528450012,0.480523258,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.47,0.88,Wheat,Punjab,624,Nankana Sahib
1987,0.497599959,0.458726704,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.37,0.9,Wheat,Punjab,624,Nankana Sahib
