Year,NDVI_district,NDVI_district_crop_mask,Obs_yield,Total_production,Total_area,Irrigated_area,Irrigated_production,Unirrigated_area,Unirrigated_production,Simulated_yield,Simulated_yield_sd,Simulated_yield_allyears,Simulated_yield_allyears_sd,Crop,Province,District_id,District_name_ts
2003,0.163545454,0.10465974,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2,0.89,wheat,Balochistan,708,Jhal Magsi
2004,0.148454544,0.099992208,1.846153846,12,6.5,NaN,NaN,NaN,NaN,1.92,0.9,1.91,0.85,wheat,Balochistan,708,Jhal Magsi
2005,0.210999998,0.121241559,2.175,17.4,8,NaN,NaN,NaN,NaN,2.31,1,2.3,0.96,wheat,Balochistan,708,Jhal Magsi
2006,0.189727272,0.115355844,2.0375,16.3,8,NaN,NaN,NaN,NaN,2.2,0.95,2.19,0.95,wheat,Balochistan,708,Jhal Magsi
2007,0.210545452,0.11798961,2.293948127,79.6,34.7,NaN,NaN,NaN,NaN,2.24,0.94,2.24,0.95,wheat,Balochistan,708,Jhal Magsi
2008,0.16409091,0.132625974,2.40990099,121.7,50.5,NaN,NaN,NaN,NaN,2.52,0.99,2.51,1.01,wheat,Balochistan,708,Jhal Magsi
2009,0.220545455,0.129880519,2.412612613,133.9,55.5,NaN,NaN,NaN,NaN,2.46,1.03,2.46,1.01,wheat,Balochistan,708,Jhal Magsi
2010,0.204000002,0.117101299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23,0.91,wheat,Balochistan,708,Jhal Magsi
2011,0.244545454,0.12625974,2.2247557,68.3,30.7,63.4,26.4,4.9,4.3,2.41,1.01,2.39,0.97,wheat,Balochistan,708,Jhal Magsi
2012,0.241454545,0.14267013,2.223300971,68.7,30.9,63.8,26.6,4.9,4.3,2.81,1.11,2.69,1.09,wheat,Balochistan,708,Jhal Magsi
2013,0.185545451,0.13009091,2.275675676,126.3,55.5,119.9,50,6.4,5.5,2.49,0.98,2.46,1,wheat,Balochistan,708,Jhal Magsi
2014,0.250181815,0.12044935,2.297682709,128.9,56.1,123.6,51.6,5.2,4.5,2.29,0.99,2.29,0.96,wheat,Balochistan,708,Jhal Magsi
2015,0.148636366,0.109433766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09,0.93,wheat,Balochistan,708,Jhal Magsi
2016,0.218181815,0.110309091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1,0.92,wheat,Balochistan,708,Jhal Magsi
2017,0.26090909,0.114636364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.18,0.96,wheat,Balochistan,708,Jhal Magsi
2018,0.225090905,0.113750649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.16,0.91,wheat,Balochistan,708,Jhal Magsi
2019,0.170272726,0.11432987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.17,0.96,wheat,Balochistan,708,Jhal Magsi
2020,0.20627273,0.124872728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37,0.96,wheat,Balochistan,708,Jhal Magsi
2021,0.264090907,0.132244156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,1.02,wheat,Balochistan,708,Jhal Magsi
1982,NaN,NaN,1.649350649,457.2,277.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,612,Jhang
1983,0.348249994,0.213360656,1.793152136,508,283.3,NaN,NaN,NaN,NaN,1.67,0.23,1.69,0.2,wheat,Punjab,612,Jhang
1984,0.346999995,0.218586065,1.671242279,487,291.4,NaN,NaN,NaN,NaN,1.73,0.23,1.73,0.22,wheat,Punjab,612,Jhang
1985,0.368500002,0.247639344,1.807329843,517.8,286.5,NaN,NaN,NaN,NaN,1.96,0.23,1.95,0.22,wheat,Punjab,612,Jhang
1986,0.339499995,0.302192622,2.19828722,667.4,303.6,NaN,NaN,NaN,NaN,2.36,0.24,2.35,0.24,wheat,Punjab,612,Jhang
1987,0.334749997,0.244118853,1.637837838,515.1,314.5,NaN,NaN,NaN,NaN,1.94,0.22,1.92,0.22,wheat,Punjab,612,Jhang
1988,0.347250007,0.256856558,1.95232,610.1,312.5,NaN,NaN,NaN,NaN,2.02,0.23,2.01,0.22,wheat,Punjab,612,Jhang
1989,0.35825,0.242803278,2.101092044,673.4,320.5,NaN,NaN,NaN,NaN,1.89,0.23,1.91,0.21,wheat,Punjab,612,Jhang
1990,0.398750007,0.265860655,1.934926124,615.5,318.1,NaN,NaN,NaN,NaN,2.09,0.23,2.08,0.23,wheat,Punjab,612,Jhang
1991,0.359250002,0.231532786,1.954701656,625.7,320.1,NaN,NaN,NaN,NaN,1.81,0.23,1.83,0.22,wheat,Punjab,612,Jhang
1992,0.342500001,0.235,2.147734327,692,322.2,NaN,NaN,NaN,NaN,1.82,0.22,1.85,0.22,wheat,Punjab,612,Jhang
1993,0.355000004,0.296110657,2.067975831,684.5,331,NaN,NaN,NaN,NaN,2.32,0.23,2.3,0.23,wheat,Punjab,612,Jhang
1994,0.302749999,0.257504098,2.159607121,703.6,325.8,NaN,NaN,NaN,NaN,2.01,0.23,2.02,0.21,wheat,Punjab,612,Jhang
1995,0.390500002,0.319922131,2.241661613,739.3,329.8,NaN,NaN,NaN,NaN,2.49,0.24,2.48,0.25,wheat,Punjab,612,Jhang
1996,0.354499996,0.311918032,2.585989176,860.1,332.6,NaN,NaN,NaN,NaN,2.42,0.25,2.42,0.24,wheat,Punjab,612,Jhang
1997,0.341750003,0.281004099,2.159516616,714.8,331,NaN,NaN,NaN,NaN,2.2,0.24,2.19,0.23,wheat,Punjab,612,Jhang
1998,0.4005,0.328975409,2.284936479,755.4,330.6,NaN,NaN,NaN,NaN,2.56,0.25,2.54,0.25,wheat,Punjab,612,Jhang
1999,0.348999999,0.303770492,2.247101891,736.6,327.8,NaN,NaN,NaN,NaN,2.37,0.24,2.36,0.23,wheat,Punjab,612,Jhang
2000,0.332999997,0.301106557,2.525171821,881.79,349.2,NaN,NaN,NaN,NaN,2.34,0.24,2.34,0.24,wheat,Punjab,612,Jhang
2001,0.364749998,0.335094262,2.547645429,919.7,361,NaN,NaN,NaN,NaN,2.6,0.26,2.59,0.25,wheat,Punjab,612,Jhang
2002,0.364999995,0.33029918,2.458486823,867.6,352.9,NaN,NaN,NaN,NaN,2.57,0.27,2.55,0.24,wheat,Punjab,612,Jhang
2003,0.383500002,0.352409836,2.587404688,916.2,354.1,NaN,NaN,NaN,NaN,2.74,0.26,2.72,0.26,wheat,Punjab,612,Jhang
2004,0.403499998,0.365696721,2.661580381,976.8,367,NaN,NaN,NaN,NaN,2.84,0.26,2.81,0.26,wheat,Punjab,612,Jhang
2005,0.4155,0.386508197,2.873020063,1088.3,378.8,NaN,NaN,NaN,NaN,3,0.29,2.97,0.27,wheat,Punjab,612,Jhang
2006,0.357999995,0.336618852,2.869069225,1106.6,385.7,NaN,NaN,NaN,NaN,2.6,0.25,2.6,0.26,wheat,Punjab,612,Jhang
2007,0.386250004,0.379577869,3.089024714,1162.4,376.3,NaN,NaN,NaN,NaN,2.92,0.28,2.92,0.27,wheat,Punjab,612,Jhang
2008,0.368499994,0.343905738,2.59155687,963.8,371.9,NaN,NaN,NaN,NaN,2.67,0.27,2.65,0.25,wheat,Punjab,612,Jhang
2009,0.397250004,0.399168031,2.800249377,1122.9,401,NaN,NaN,NaN,NaN,3.11,0.29,3.06,0.28,wheat,Punjab,612,Jhang
2010,0.3565,0.359331967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77,0.27,wheat,Punjab,612,Jhang
2011,0.357749999,0.384147541,2.932328062,797.3,271.9,796.2,271.1,1.1,0.8,2.97,0.29,2.95,0.28,wheat,Punjab,612,Jhang
2012,0.368250005,0.342229509,2.83358837,740.7,261.4,740.1,260.6,0.6,0.8,2.65,0.25,2.64,0.25,wheat,Punjab,612,Jhang
2013,0.356000006,0.374692623,2.969591994,771.5,259.8,770.9,259,0.7,0.8,2.89,0.29,2.88,0.26,wheat,Punjab,612,Jhang
2014,0.358250007,0.369028688,3.050511945,893.8,293,892.9,291.8,0.9,1.2,2.84,0.29,2.84,0.26,wheat,Punjab,612,Jhang
2015,0.362999998,0.373286886,3.073243154,931.5,303.1,931.5,303.1,0,0,2.88,0.28,2.87,0.27,wheat,Punjab,612,Jhang
2016,0.350500003,0.37834836,2.892074367,869.56,300.67,868.54,299.46,1.02,1.21,2.93,0.28,2.91,0.26,wheat,Punjab,612,Jhang
2017,0.363499999,0.385860656,3.179565383,917.4,288.53,916.39,287.32,1.01,1.21,2.97,0.28,2.96,0.27,wheat,Punjab,612,Jhang
2018,0.330249995,0.365971311,3.153648844,872.93,276.8,871.84,275.59,1.09,1.21,2.82,0.27,2.82,0.27,wheat,Punjab,612,Jhang
2019,0.343249992,0.394643443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.03,0.28,wheat,Punjab,612,Jhang
2020,0.337250002,0.376135247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89,0.27,wheat,Punjab,612,Jhang
2021,0.325249992,0.362331967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79,0.26,wheat,Punjab,612,Jhang
1982,NaN,NaN,0.907514451,125.6,138.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,613,Jhelum
1983,0.227333332,0.186561905,1.143478261,157.8,138,NaN,NaN,NaN,NaN,1.27,0.55,1.27,0.54,wheat,Punjab,613,Jhelum
1984,0.168333334,0.155857143,0.752097635,98.6,131.1,NaN,NaN,NaN,NaN,1.03,0.5,1,0.51,wheat,Punjab,613,Jhelum
1985,0.234500003,0.168557143,0.940540541,52.2,55.5,NaN,NaN,NaN,NaN,1.13,0.51,1.11,0.51,wheat,Punjab,613,Jhelum
1986,0.214833332,0.211280953,1.277192982,72.8,57,NaN,NaN,NaN,NaN,1.49,0.55,1.49,0.57,wheat,Punjab,613,Jhelum
1987,0.2845,0.204614285,1.113879004,62.6,56.2,NaN,NaN,NaN,NaN,1.44,0.54,1.43,0.56,wheat,Punjab,613,Jhelum
1988,0.195833333,0.14214762,1.083146067,48.2,44.5,NaN,NaN,NaN,NaN,0.85,0.52,0.88,0.47,wheat,Punjab,613,Jhelum
1989,0.251333331,0.207038095,1.351005484,73.9,54.7,NaN,NaN,NaN,NaN,1.45,0.55,1.45,0.54,wheat,Punjab,613,Jhelum
1990,0.255666666,0.19322381,1.511627907,84.5,55.9,NaN,NaN,NaN,NaN,1.32,0.54,1.33,0.54,wheat,Punjab,613,Jhelum
1991,0.242833334,0.201071429,1.556313993,91.2,58.6,NaN,NaN,NaN,NaN,1.39,0.57,1.4,0.55,wheat,Punjab,613,Jhelum
1992,0.23566667,0.179833333,1.500900901,83.3,55.5,NaN,NaN,NaN,NaN,1.2,0.52,1.21,0.53,wheat,Punjab,613,Jhelum
1993,0.261666665,0.219738095,1.599415205,109.4,68.4,NaN,NaN,NaN,NaN,1.56,0.57,1.56,0.55,wheat,Punjab,613,Jhelum
1994,0.140000002,0.114761905,0.936096718,54.2,57.9,NaN,NaN,NaN,NaN,0.55,0.5,0.64,0.45,wheat,Punjab,613,Jhelum
1995,0.292000002,NaN,1.51242236,97.4,64.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,613,Jhelum
1996,0.243666669,0.212590476,1.332805071,84.1,63.1,NaN,NaN,NaN,NaN,1.5,0.56,1.5,0.56,wheat,Punjab,613,Jhelum
1997,0.226833329,0.198009524,1.182250396,74.6,63.1,NaN,NaN,NaN,NaN,1.38,0.53,1.37,0.54,wheat,Punjab,613,Jhelum
1998,0.303666666,0.26535238,1.832565284,119.3,65.1,NaN,NaN,NaN,NaN,1.97,0.66,1.96,0.64,wheat,Punjab,613,Jhelum
1999,0.225499998,0.210804762,1.581635802,102.49,64.8,NaN,NaN,NaN,NaN,1.48,0.56,1.48,0.56,wheat,Punjab,613,Jhelum
2000,0.205666666,0.179185714,1.539688716,79.14,51.4,NaN,NaN,NaN,NaN,1.19,0.52,1.21,0.48,wheat,Punjab,613,Jhelum
2001,0.189833333,0.166533334,0.765822785,36.3,47.4,NaN,NaN,NaN,NaN,1.12,0.53,1.1,0.52,wheat,Punjab,613,Jhelum
2002,0.195499999,0.1673,1.011990408,42.2,41.7,NaN,NaN,NaN,NaN,1.11,0.5,1.1,0.49,wheat,Punjab,613,Jhelum
2003,0.214333333,0.190442857,1.201814059,53,44.1,NaN,NaN,NaN,NaN,1.31,0.53,1.3,0.52,wheat,Punjab,613,Jhelum
2004,0.269333335,0.226071429,1.602150538,74.5,46.5,NaN,NaN,NaN,NaN,1.61,0.57,1.61,0.6,wheat,Punjab,613,Jhelum
2005,0.285166666,0.233095239,2.044897959,100.2,49,NaN,NaN,NaN,NaN,1.65,0.56,1.68,0.58,wheat,Punjab,613,Jhelum
2006,0.240833335,0.209090476,1.666666667,89,53.4,NaN,NaN,NaN,NaN,1.46,0.55,1.47,0.56,wheat,Punjab,613,Jhelum
2007,0.323166668,0.27894762,2.11003861,109.3,51.8,NaN,NaN,NaN,NaN,2.07,0.7,2.07,0.66,wheat,Punjab,613,Jhelum
2008,0.240333326,0.209304762,1.623574144,85.4,52.6,NaN,NaN,NaN,NaN,1.46,0.56,1.47,0.55,wheat,Punjab,613,Jhelum
2009,0.282,0.251666667,2.03909465,99.1,48.6,NaN,NaN,NaN,NaN,1.82,0.63,1.84,0.63,wheat,Punjab,613,Jhelum
2010,0.176166667,0.174061904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.16,0.53,wheat,Punjab,613,Jhelum
2011,0.262000002,0.22172381,1.889795918,92.6,49,46.1,15.4,46.5,33.6,1.56,0.59,1.58,0.58,wheat,Punjab,613,Jhelum
2012,0.238333335,0.212938095,1.387550201,69.1,49.8,38.3,15,30.8,34.8,1.5,0.58,1.5,0.55,wheat,Punjab,613,Jhelum
2013,0.185333333,0.220419048,1.79757085,88.8,49.4,45.5,15,43.3,34.4,1.56,0.58,1.57,0.56,wheat,Punjab,613,Jhelum
2014,0.188666669,0.2221,1.63197026,87.8,53.8,44.2,17.4,43.6,36.4,1.58,0.57,1.58,0.59,wheat,Punjab,613,Jhelum
2015,0.184166665,0.222395237,0.000317245,16.84,53082,47.03,18.21,59.81,35.61,1.64,0.35,1.58,0.59,wheat,Punjab,613,Jhelum
2016,0.190333332,0.240571429,2.247970349,127.37,56.66,58.76,19.83,68.61,36.83,1.7,0.57,1.74,0.61,wheat,Punjab,613,Jhelum
2017,0.194499999,0.222085714,1.787625418,96.21,53.82,48.51,19.02,47.7,34.8,1.57,0.54,1.58,0.6,wheat,Punjab,613,Jhelum
2018,0.223333334,0.218023811,1.523555556,85.7,56.25,46.34,18.62,39.36,37.63,1.54,0.58,1.54,0.58,wheat,Punjab,613,Jhelum
2019,0.206166667,0.230657142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.65,0.57,wheat,Punjab,613,Jhelum
2020,0.207333334,0.247657143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,0.59,wheat,Punjab,613,Jhelum
2021,0.205499999,0.218652381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.55,0.57,wheat,Punjab,613,Jhelum
1982,NaN,NaN,1.448275862,8.4,5.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,710,Kachhi
1983,0.021166667,0.05734153,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.4,0.48,wheat,Balochistan,710,Kachhi
1984,0.055333333,0.074587432,1.046357616,15.8,15.1,NaN,NaN,NaN,NaN,1.8,0.47,1.76,0.51,wheat,Balochistan,710,Kachhi
1985,0.032166668,0.056874317,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.39,0.45,wheat,Balochistan,710,Kachhi
1986,0.032666666,0.054363388,1.761904762,7.4,4.2,NaN,NaN,NaN,NaN,1.23,0.49,1.33,0.46,wheat,Balochistan,710,Kachhi
1987,0.030000001,0.072724044,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.72,0.51,wheat,Balochistan,710,Kachhi
1988,0.0335,0.064587432,1.2,16.8,14,NaN,NaN,NaN,NaN,1.6,0.49,1.55,0.46,wheat,Balochistan,710,Kachhi
1989,0.047333334,0.077685793,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.82,0.53,wheat,Balochistan,710,Kachhi
1990,0.034333334,0.06603552,1.324786325,15.5,11.7,NaN,NaN,NaN,NaN,1.61,0.5,1.58,0.49,wheat,Balochistan,710,Kachhi
1991,0.04,0.072994536,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.72,0.52,wheat,Balochistan,710,Kachhi
1992,0.035333333,0.059773224,1.323076923,17.2,13,NaN,NaN,NaN,NaN,1.48,0.51,1.45,0.46,wheat,Balochistan,710,Kachhi
1993,0.045166666,0.07213388,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.7,0.51,wheat,Balochistan,710,Kachhi
1994,0.048833333,0.077871585,1.917525773,18.6,9.7,NaN,NaN,NaN,NaN,1.8,0.55,1.82,0.52,wheat,Balochistan,710,Kachhi
1995,0.060666667,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,710,Kachhi
1996,0.039,0.079224044,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.85,0.51,wheat,Balochistan,710,Kachhi
1997,0.037666666,0.080912568,1.890410959,27.6,14.6,NaN,NaN,NaN,NaN,1.87,0.56,1.89,0.52,wheat,Balochistan,710,Kachhi
1998,0.037,0.093931694,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.16,0.58,wheat,Balochistan,710,Kachhi
1999,0.036166666,0.087103826,1.779761905,29.9,16.8,NaN,NaN,NaN,NaN,2,0.56,2.02,0.54,wheat,Balochistan,710,Kachhi
2000,0.037833333,0.073724044,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.74,0.51,wheat,Balochistan,710,Kachhi
2001,0.040833334,0.077120219,1.948571429,34.1,17.5,NaN,NaN,NaN,NaN,1.78,0.53,1.81,0.52,wheat,Balochistan,710,Kachhi
2002,0.033,0.085612022,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.98,0.54,wheat,Balochistan,710,Kachhi
2003,0.035000001,0.079502732,2.180327869,39.9,18.3,NaN,NaN,NaN,NaN,1.82,0.53,1.86,0.53,wheat,Balochistan,710,Kachhi
2004,0.0415,0.099423498,2.433962264,25.8,10.6,NaN,NaN,NaN,NaN,2.21,0.59,2.27,0.6,wheat,Balochistan,710,Kachhi
2005,0.034,0.07520765,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.77,0.5,wheat,Balochistan,710,Kachhi
2006,0.042666667,0.09274317,2.634408602,24.5,9.3,NaN,NaN,NaN,NaN,2.07,0.54,2.13,0.57,wheat,Balochistan,710,Kachhi
2007,0.034666666,0.095653006,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.19,0.56,wheat,Balochistan,710,Kachhi
2008,0.059333334,0.114803279,2.309278351,22.4,9.7,NaN,NaN,NaN,NaN,2.58,0.7,2.59,0.64,wheat,Balochistan,710,Kachhi
2009,0.037833333,0.091117487,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.1,0.55,wheat,Balochistan,710,Kachhi
2010,0.037666666,0.09468306,2.567567568,28.5,11.1,NaN,NaN,NaN,NaN,2.11,0.57,2.17,0.56,wheat,Balochistan,710,Kachhi
2011,0.068333334,0.118087432,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.66,0.66,wheat,Balochistan,710,Kachhi
2012,0.0675,0.125748634,2.5,28,11.2,NaN,NaN,NaN,NaN,2.85,0.79,2.82,0.66,wheat,Balochistan,710,Kachhi
2013,0.043666666,0.11004918,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.49,0.59,wheat,Balochistan,710,Kachhi
2014,0.043833334,0.099797815,2.521367521,29.5,11.7,NaN,NaN,NaN,NaN,2.21,0.6,2.28,0.58,wheat,Balochistan,710,Kachhi
2015,0.0385,0.093295082,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.14,0.56,wheat,Balochistan,710,Kachhi
2016,0.039166667,0.09290164,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.14,0.56,wheat,Balochistan,710,Kachhi
2017,0.0385,0.101008197,2.543103448,29.5,11.6,NaN,NaN,NaN,NaN,2.23,0.6,2.31,0.58,wheat,Balochistan,710,Kachhi
2018,0.0385,0.09818306,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.25,0.57,wheat,Balochistan,710,Kachhi
2019,0.037166667,0.089920765,1.822580645,22.6,12.4,NaN,NaN,NaN,NaN,2.06,0.56,2.07,0.56,wheat,Balochistan,710,Kachhi
2020,0.047333333,0.101688525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.32,0.59,wheat,Balochistan,710,Kachhi
2021,0.0645,0.113254098,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2.56,0.65,wheat,Balochistan,710,Kachhi
1982,NaN,NaN,0.94,23.5,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,709,Kalat
1983,0.064500001,0.059641346,1.129411765,38.4,34,NaN,NaN,NaN,NaN,1.53,0.34,1.48,0.34,wheat,Balochistan,709,Kalat
1984,0.086374999,0.069334616,1.211428571,42.4,35,NaN,NaN,NaN,NaN,1.65,0.33,1.62,0.36,wheat,Balochistan,709,Kalat
1985,0.058499999,0.067866346,1.442105263,27.4,19,NaN,NaN,NaN,NaN,1.62,0.35,1.6,0.36,wheat,Balochistan,709,Kalat
1986,0.052125,0.069492308,1.358974359,21.2,15.6,NaN,NaN,NaN,NaN,1.64,0.34,1.62,0.35,wheat,Balochistan,709,Kalat
1987,0.072125001,0.061863462,1.365145228,32.9,24.1,NaN,NaN,NaN,NaN,1.54,0.35,1.52,0.32,wheat,Balochistan,709,Kalat
1988,0.070125001,0.065803846,1.716666667,20.6,12,NaN,NaN,NaN,NaN,1.57,0.35,1.57,0.35,wheat,Balochistan,709,Kalat
1989,0.09025,0.068347115,1.42,28.4,20,NaN,NaN,NaN,NaN,1.62,0.36,1.61,0.37,wheat,Balochistan,709,Kalat
1990,0.090249999,0.051116346,1.469387755,36,24.5,NaN,NaN,NaN,NaN,1.34,0.35,1.36,0.31,wheat,Balochistan,709,Kalat
1991,0.088625,0.067410577,1.741444867,45.8,26.3,NaN,NaN,NaN,NaN,1.59,0.36,1.59,0.34,wheat,Balochistan,709,Kalat
1992,0.069000001,0.063848077,1.785211268,50.7,28.4,NaN,NaN,NaN,NaN,1.53,0.35,1.54,0.34,wheat,Balochistan,709,Kalat
1993,0.071625,0.069524039,1.886956522,21.7,11.5,NaN,NaN,NaN,NaN,1.62,0.36,1.62,0.35,wheat,Balochistan,709,Kalat
1994,0.062125001,0.087954808,2.032608696,18.7,9.2,NaN,NaN,NaN,NaN,1.89,0.41,1.89,0.4,wheat,Balochistan,709,Kalat
1995,0.097333334,NaN,1.801587302,22.7,12.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Balochistan,709,Kalat
1996,0.069875001,0.069825,1.8828125,24.1,12.8,NaN,NaN,NaN,NaN,1.62,0.35,1.63,0.35,wheat,Balochistan,709,Kalat
1997,0.075250002,0.080634616,1.973333333,14.8,7.5,NaN,NaN,NaN,NaN,1.78,0.38,1.78,0.37,wheat,Balochistan,709,Kalat
1998,0.072125,0.092199038,1.891666667,22.7,12,NaN,NaN,NaN,NaN,1.96,0.42,1.95,0.4,wheat,Balochistan,709,Kalat
1999,0.068999999,0.090632693,2.396226415,12.7,5.3,NaN,NaN,NaN,NaN,1.9,0.38,1.92,0.4,wheat,Balochistan,709,Kalat
2000,0.04975,0.081044231,1.759259259,9.5,5.4,NaN,NaN,NaN,NaN,1.8,0.38,1.79,0.39,wheat,Balochistan,709,Kalat
2001,0.04875,0.078832693,1.783333333,10.7,6,NaN,NaN,NaN,NaN,1.76,0.38,1.76,0.38,wheat,Balochistan,709,Kalat
2002,0.064749999,0.084758654,1.775862069,10.3,5.8,NaN,NaN,NaN,NaN,1.85,0.41,1.84,0.39,wheat,Balochistan,709,Kalat
2003,0.063500001,0.080319231,1.813559322,10.7,5.9,NaN,NaN,NaN,NaN,1.78,0.39,1.78,0.39,wheat,Balochistan,709,Kalat
2004,0.083625001,0.084030769,1.868852459,11.4,6.1,NaN,NaN,NaN,NaN,1.84,0.4,1.83,0.4,wheat,Balochistan,709,Kalat
2005,0.063375001,0.077551923,1.8,13.5,7.5,NaN,NaN,NaN,NaN,1.74,0.36,1.74,0.36,wheat,Balochistan,709,Kalat
2006,0.074625001,0.098075962,1.987012987,15.3,7.7,NaN,NaN,NaN,NaN,2.05,0.45,2.03,0.42,wheat,Balochistan,709,Kalat
2007,0.071250001,0.085145192,1.565217391,14.4,9.2,NaN,NaN,NaN,NaN,1.87,0.4,1.85,0.39,wheat,Balochistan,709,Kalat
2008,0.099625,0.098482693,1.796610169,21.2,11.8,NaN,NaN,NaN,NaN,2.09,0.44,2.04,0.42,wheat,Balochistan,709,Kalat
2009,0.077750001,0.088936539,1.746666667,13.1,7.5,NaN,NaN,NaN,NaN,1.92,0.41,1.9,0.4,wheat,Balochistan,709,Kalat
2010,0.078125001,0.092178846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,0.4,wheat,Balochistan,709,Kalat
2011,0.094375001,0.087431731,1.859375,11.9,6.4,10.9,5.5,1,0.9,1.89,0.4,1.88,0.41,wheat,Balochistan,709,Kalat
2012,0.089000001,0.092820192,1.904109589,13.9,7.3,12.1,5.8,1.7,1.5,1.97,0.43,1.96,0.42,wheat,Balochistan,709,Kalat
2013,0.079124999,0.075542308,2.054545455,11.3,5.5,11,5.2,0.4,0.3,1.7,0.36,1.71,0.36,wheat,Balochistan,709,Kalat
2014,0.077125,0.081202885,2,10.2,5.1,9.6,4.6,0.6,0.5,1.79,0.39,1.79,0.39,wheat,Balochistan,709,Kalat
2015,0.072250001,0.078128846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.75,0.36,wheat,Balochistan,709,Kalat
2016,0.073250002,0.075880769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.72,0.38,wheat,Balochistan,709,Kalat
2017,0.074375001,0.073876923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.69,0.36,wheat,Balochistan,709,Kalat
2018,0.075375001,0.081383654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.79,0.39,wheat,Balochistan,709,Kalat
2019,0.0695,0.076142308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.72,0.37,wheat,Balochistan,709,Kalat
2020,0.081749999,0.083017308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,0.37,wheat,Balochistan,709,Kalat
2021,0.084500001,0.083523077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,0.4,wheat,Balochistan,709,Kalat
1982,NaN,NaN,1.333333333,0.4,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Sindh,807,Karachi City
1983,0.066333334,0.041739583,1.333333333,0.4,0.3,NaN,NaN,NaN,NaN,0.7,0.35,0.79,0.32,wheat,Sindh,807,Karachi City
